filter,Date,sampledFlow,sampledDatePC,sampledDateFlow,flow,turbidity,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,difference,runID,runDifference,filterRun,filterRunDate
9,2021-08-05T03:30:00Z,1.197785,2021-08-05T03:30:00Z,2021-08-05T03:30:00Z,1,0.04395605,68,5,2,0,0,0,0,0,0,15,1,0,9-1,9 - 08/05
9,2021-08-05T03:45:00Z,1.204431,2021-08-05T03:45:00Z,2021-08-05T03:45:00Z,1,0.04395605,74,5,1,0,0,0,0,0,0,75,1,0.25,9-1,9 - 08/05
9,2021-08-05T05:00:00Z,1.194831,2021-08-05T05:00:00Z,2021-08-05T05:00:00Z,1,0.04517705,73,5,2,0,0,0,0,0,0,15,1,1.5,9-1,9 - 08/05
9,2021-08-05T05:15:00Z,1.197046,2021-08-05T05:15:00Z,2021-08-05T05:15:00Z,1,0.04517705,74,5,2,1,0,0,0,0,0,15,1,1.75,9-1,9 - 08/05
9,2021-08-05T05:30:00Z,1.195569,2021-08-05T05:30:00Z,2021-08-05T05:30:00Z,1,0.04395605,71,5,2,0,0,0,0,0,0,15,1,2,9-1,9 - 08/05
9,2021-08-05T05:45:00Z,1.197785,2021-08-05T05:45:00Z,2021-08-05T05:45:00Z,1,0.04395605,70,5,2,0,0,0,0,0,0,75,1,2.25,9-1,9 - 08/05
9,2021-08-05T07:00:00Z,1.187446,2021-08-05T07:00:00Z,2021-08-05T07:00:00Z,1,0.04517705,75,6,2,0,0,0,0,0,0,15,1,3.5,9-1,9 - 08/05
9,2021-08-05T07:15:00Z,1.191877,2021-08-05T07:15:00Z,2021-08-05T07:15:00Z,1,0.04517705,72,5,2,0,0,0,0,0,0,15,1,3.75,9-1,9 - 08/05
9,2021-08-05T07:30:00Z,1.186708,2021-08-05T07:30:00Z,2021-08-05T07:30:00Z,1,0.04395605,70,5,1,0,0,0,0,0,0,15,1,4,9-1,9 - 08/05
9,2021-08-05T07:45:00Z,1.183754,2021-08-05T07:45:00Z,2021-08-05T07:45:00Z,1,0.04517705,72,6,2,0,0,0,0,0,0,75,1,4.25,9-1,9 - 08/05
9,2021-08-05T09:00:00Z,1.198523,2021-08-05T09:00:00Z,2021-08-05T09:00:00Z,1,0.04395605,70,4,2,0,0,0,0,0,0,15,1,5.5,9-1,9 - 08/05
9,2021-08-05T09:15:00Z,1.198523,2021-08-05T09:15:00Z,2021-08-05T09:15:00Z,1,0.04639805,73,5,2,1,0,0,0,0,0,15,1,5.75,9-1,9 - 08/05
9,2021-08-05T09:30:00Z,1.197046,2021-08-05T09:30:00Z,2021-08-05T09:30:00Z,1,0.04517705,70,6,2,0,0,0,0,0,0,15,1,6,9-1,9 - 08/05
9,2021-08-05T09:45:00Z,1.198523,2021-08-05T09:45:00Z,2021-08-05T09:45:00Z,1,0.04517705,73,5,2,0,0,0,0,0,0,75,1,6.25,9-1,9 - 08/05
9,2021-08-05T11:00:00Z,1.187446,2021-08-05T11:00:00Z,2021-08-05T11:00:00Z,1,0.04517705,74,6,3,0,0,0,0,0,0,15,1,7.5,9-1,9 - 08/05
9,2021-08-05T11:15:00Z,1.186708,2021-08-05T11:20:00Z,2021-08-05T11:15:00Z,1,0.04517705,72,6,2,0,0,0,0,0,0,45,1,7.75,9-1,9 - 08/05
9,2021-08-05T12:00:00Z,1.1808,2021-08-05T11:57:00Z,2021-08-05T12:00:00Z,1,0.04517705,76,5,1,0,0,0,0,0,0,75,1,8.5,9-1,9 - 08/05
9,2021-08-05T13:15:00Z,1.213292,2021-08-05T13:12:00Z,2021-08-05T13:15:00Z,1,0.04639805,71,6,2,0,0,0,0,0,0,15,1,9.75,9-1,9 - 08/05
9,2021-08-05T13:30:00Z,1.210338,2021-08-05T13:27:00Z,2021-08-05T13:30:00Z,1,0.04639805,74,6,3,0,0,0,0,0,0,15,1,10,9-1,9 - 08/05
9,2021-08-05T13:45:00Z,1.210338,2021-08-05T13:42:00Z,2021-08-05T13:45:00Z,1,0.04639805,70,7,3,1,0,0,0,0,0,15,1,10.25,9-1,9 - 08/05
9,2021-08-05T14:00:00Z,1.2096,2021-08-05T13:57:00Z,2021-08-05T14:00:00Z,1,0.04639805,72,7,3,1,0,0,0,0,0,75,1,10.5,9-1,9 - 08/05
9,2021-08-05T15:15:00Z,1.2,2021-08-05T15:12:00Z,2021-08-05T15:15:00Z,1,0.04517705,72,6,2,0,0,0,0,0,0,15,1,11.75,9-1,9 - 08/05
9,2021-08-05T15:30:00Z,1.200738,2021-08-05T15:27:00Z,2021-08-05T15:30:00Z,1,0.04639805,72,7,1,0,0,0,0,0,0,15,1,12,9-1,9 - 08/05
9,2021-08-05T15:45:00Z,1.201477,2021-08-05T15:42:00Z,2021-08-05T15:45:00Z,1,0.04639805,72,7,2,0,0,0,0,0,0,15,1,12.25,9-1,9 - 08/05
9,2021-08-05T16:00:00Z,1.204431,2021-08-05T15:57:00Z,2021-08-05T16:00:00Z,1,0.04639805,70,7,2,0,0,0,0,0,0,75,1,12.5,9-1,9 - 08/05
9,2021-08-05T17:15:00Z,1.198523,2021-08-05T17:12:00Z,2021-08-05T17:15:00Z,1,0.04639805,69,6,2,0,0,0,0,0,0,15,1,13.75,9-1,9 - 08/05
9,2021-08-05T17:30:00Z,0.9836308,2021-08-05T17:27:00Z,2021-08-05T17:30:00Z,1,0.04639805,66,6,2,0,0,0,0,0,0,15,1,14,9-1,9 - 08/05
9,2021-08-05T17:45:00Z,0.9821538,2021-08-05T17:42:00Z,2021-08-05T17:45:00Z,1,0.04884005,67,6,2,0,0,0,0,0,0,15,1,14.25,9-1,9 - 08/05
9,2021-08-05T18:00:00Z,0.9799384,2021-08-05T17:57:00Z,2021-08-05T18:00:00Z,1,0.04884005,65,6,2,0,0,0,0,0,0,75,1,14.5,9-1,9 - 08/05
9,2021-08-05T19:15:00Z,0.9961846,2021-08-05T19:12:00Z,2021-08-05T19:15:00Z,1,0.04884005,70,6,2,0,0,0,0,0,0,15,1,15.75,9-1,9 - 08/05
9,2021-08-05T19:30:00Z,0.9954461,2021-08-05T19:27:00Z,2021-08-05T19:30:00Z,1,0.04884005,71,6,1,0,0,0,0,0,0,15,1,16,9-1,9 - 08/05
9,2021-08-05T19:45:00Z,0.9932307,2021-08-05T19:42:00Z,2021-08-05T19:45:00Z,1,0.04884005,64,7,2,0,0,0,0,0,0,15,1,16.25,9-1,9 - 08/05
9,2021-08-05T20:00:00Z,0.9976615,2021-08-05T19:57:00Z,2021-08-05T20:00:00Z,1,0.04884005,66,6,2,0,0,0,0,0,0,75,1,16.5,9-1,9 - 08/05
9,2021-08-05T21:15:00Z,1.108431,2021-08-05T21:12:00Z,2021-08-05T21:15:00Z,1,0.04761905,66,6,2,1,0,0,0,0,0,15,1,17.75,9-1,9 - 08/05
9,2021-08-05T21:30:00Z,1.112123,2021-08-05T21:27:00Z,2021-08-05T21:30:00Z,1,0.04639805,64,7,1,0,0,0,0,0,0,15,1,18,9-1,9 - 08/05
9,2021-08-05T21:45:00Z,1.193354,2021-08-05T21:42:00Z,2021-08-05T21:45:00Z,1,0.04639805,62,6,2,0,0,0,0,0,0,15,1,18.25,9-1,9 - 08/05
9,2021-08-05T22:00:00Z,1.198523,2021-08-05T21:57:00Z,2021-08-05T22:00:00Z,1,0.04639805,64,7,2,0,0,0,0,0,0,75,1,18.5,9-1,9 - 08/05
9,2021-08-05T23:15:00Z,1.2177230000000001,2021-08-05T23:12:00Z,2021-08-05T23:15:00Z,1,0.04639805,62,7,2,1,0,0,0,0,0,15,1,19.75,9-1,9 - 08/05
9,2021-08-05T23:30:00Z,1.208862,2021-08-05T23:27:00Z,2021-08-05T23:30:00Z,1,0.04639805,67,6,2,0,0,0,0,0,0,15,1,20,9-1,9 - 08/05
9,2021-08-05T23:45:00Z,1.2096,2021-08-05T23:42:00Z,2021-08-05T23:45:00Z,1,0.04639805,64,7,2,0,0,0,0,0,0,15,1,20.25,9-1,9 - 08/05
9,2021-08-06T00:00:00Z,1.205908,2021-08-05T23:57:00Z,2021-08-06T00:00:00Z,1,0.04761905,64,7,1,0,0,0,0,0,0,75,1,20.5,9-1,9 - 08/05
9,2021-08-06T01:15:00Z,1.200738,2021-08-06T01:13:00Z,2021-08-06T01:15:00Z,1,0.04639805,64,7,2,0,0,0,0,0,0,15,1,21.75,9-1,9 - 08/05
9,2021-08-06T01:30:00Z,1.205908,2021-08-06T01:28:00Z,2021-08-06T01:30:00Z,1,0.04761905,66,4,1,1,0,0,0,0,0,15,1,22,9-1,9 - 08/05
9,2021-08-06T01:45:00Z,1.196308,2021-08-06T01:43:00Z,2021-08-06T01:45:00Z,1,0.04639805,58,3,1,0,0,0,0,0,0,15,1,22.25,9-1,9 - 08/05
9,2021-08-06T02:00:00Z,1.201477,2021-08-06T01:58:00Z,2021-08-06T02:00:00Z,1,0.04639805,57,3,1,1,0,0,0,0,0,75,1,22.5,9-1,9 - 08/05
9,2021-08-06T03:15:00Z,1.193354,2021-08-06T03:13:00Z,2021-08-06T03:15:00Z,1,0.04761905,62,7,2,1,0,0,0,0,0,15,1,23.75,9-1,9 - 08/05
9,2021-08-06T03:30:00Z,1.196308,2021-08-06T03:28:00Z,2021-08-06T03:30:00Z,1,0.04639805,49,3,1,1,0,0,0,0,0,15,1,24,9-1,9 - 08/05
9,2021-08-06T03:45:00Z,1.202215,2021-08-06T03:43:00Z,2021-08-06T03:45:00Z,1,0.04639805,45,3,1,1,1,0,0,0,0,15,1,24.25,9-1,9 - 08/05
9,2021-08-06T04:00:00Z,1.188923,2021-08-06T03:58:00Z,2021-08-06T04:00:00Z,1,0.04639805,46,2,1,1,0,0,0,0,0,75,1,24.5,9-1,9 - 08/05
9,2021-08-06T05:15:00Z,1.183754,2021-08-06T05:13:00Z,2021-08-06T05:15:00Z,1,0.04761905,63,7,2,1,0,0,0,0,0,15,1,25.75,9-1,9 - 08/05
9,2021-08-06T05:30:00Z,1.185969,2021-08-06T05:28:00Z,2021-08-06T05:30:00Z,1,0.04761905,43,3,2,1,0,0,0,0,0,15,1,26,9-1,9 - 08/05
9,2021-08-06T05:45:00Z,1.178585,2021-08-06T05:43:00Z,2021-08-06T05:45:00Z,1,0.04639805,41,3,2,0,0,0,0,0,0,15,1,26.25,9-1,9 - 08/05
9,2021-08-06T06:00:00Z,1.174154,2021-08-06T05:58:00Z,2021-08-06T06:00:00Z,1,0.04761905,40,3,2,1,0,0,0,0,0,75,1,26.5,9-1,9 - 08/05
9,2021-08-06T07:15:00Z,1.210338,2021-08-06T07:13:00Z,2021-08-06T07:15:00Z,1,0.04761905,68,7,2,1,0,0,0,0,0,15,1,27.75,9-1,9 - 08/05
9,2021-08-06T07:30:00Z,1.211815,2021-08-06T07:28:00Z,2021-08-06T07:30:00Z,1,0.04639805,45,4,2,1,0,0,0,0,0,15,1,28,9-1,9 - 08/05
9,2021-08-06T07:45:00Z,1.216985,2021-08-06T07:43:00Z,2021-08-06T07:45:00Z,1,0.04761905,39,3,1,1,0,0,0,0,0,15,1,28.25,9-1,9 - 08/05
9,2021-08-06T08:00:00Z,1.214031,2021-08-06T07:58:00Z,2021-08-06T08:00:00Z,1,0.04639805,35,4,1,1,0,0,0,0,0,75,1,28.5,9-1,9 - 08/05
9,2021-08-06T09:15:00Z,1.216246,2021-08-06T09:13:00Z,2021-08-06T09:15:00Z,1,0.04639805,71,8,2,0,0,0,0,0,0,15,1,29.75,9-1,9 - 08/05
9,2021-08-06T09:30:00Z,1.210338,2021-08-06T09:28:00Z,2021-08-06T09:30:00Z,1,0.04761905,45,4,2,1,0,0,0,0,0,15,1,30,9-1,9 - 08/05
9,2021-08-06T09:45:00Z,1.208862,2021-08-06T09:43:00Z,2021-08-06T09:45:00Z,1,0.04639805,38,4,2,1,0,0,0,0,0,15,1,30.25,9-1,9 - 08/05
9,2021-08-06T10:00:00Z,1.212554,2021-08-06T09:58:00Z,2021-08-06T10:00:00Z,1,0.04761905,38,4,2,1,0,0,0,0,0,75,1,30.5,9-1,9 - 08/05
9,2021-08-06T11:15:00Z,1.198523,2021-08-06T11:13:00Z,2021-08-06T11:15:00Z,1,0.04761905,73,9,2,0,0,0,0,0,0,15,1,31.75,9-1,9 - 08/05
9,2021-08-06T11:30:00Z,1.206646,2021-08-06T11:28:00Z,2021-08-06T11:30:00Z,1,0.04761905,39,5,1,1,0,0,0,0,0,15,1,32,9-1,9 - 08/05
9,2021-08-06T11:45:00Z,1.191877,2021-08-06T11:43:00Z,2021-08-06T11:45:00Z,1,0.04884005,37,4,2,1,0,0,0,0,0,15,1,32.25,9-1,9 - 08/05
9,2021-08-06T12:00:00Z,1.193354,2021-08-06T11:58:00Z,2021-08-06T12:00:00Z,1,0.04761905,37,5,1,1,0,0,0,0,0,75,1,32.5,9-1,9 - 08/05
9,2021-08-06T13:15:00Z,1.189662,2021-08-06T13:13:00Z,2021-08-06T13:15:00Z,1,0.04884005,78,10,2,0,0,0,0,0,0,15,1,33.75,9-1,9 - 08/05
9,2021-08-06T13:30:00Z,1.189662,2021-08-06T13:28:00Z,2021-08-06T13:30:00Z,1,0.04884005,39,6,2,0,0,0,0,0,0,15,1,34,9-1,9 - 08/05
9,2021-08-06T13:45:00Z,1.185969,2021-08-06T13:43:00Z,2021-08-06T13:45:00Z,1,0.04884005,36,4,2,1,0,0,0,0,0,15,1,34.25,9-1,9 - 08/05
9,2021-08-06T14:00:00Z,1.188184,2021-08-06T13:58:00Z,2021-08-06T14:00:00Z,1,0.04884005,38,4,1,1,0,0,0,0,0,75,1,34.5,9-1,9 - 08/05
9,2021-08-06T15:15:00Z,1.218462,2021-08-06T15:14:00Z,2021-08-06T15:15:00Z,1,0.04884005,78,13,3,1,0,0,0,0,0,15,1,35.75,9-1,9 - 08/05
9,2021-08-06T15:30:00Z,1.212554,2021-08-06T15:29:00Z,2021-08-06T15:30:00Z,1,0.04884005,37,5,2,1,0,0,0,0,0,15,1,36,9-1,9 - 08/05
9,2021-08-06T15:45:00Z,1.207385,2021-08-06T15:44:00Z,2021-08-06T15:45:00Z,1,0.04884005,36,5,2,0,0,0,0,0,0,15,1,36.25,9-1,9 - 08/05
9,2021-08-06T16:00:00Z,1.204431,2021-08-06T15:59:00Z,2021-08-06T16:00:00Z,1,0.04884005,35,4,2,1,0,0,0,0,0,75,1,36.5,9-1,9 - 08/05
9,2021-08-06T17:15:00Z,1.188184,2021-08-06T17:14:00Z,2021-08-06T17:15:00Z,1,0.04884005,78,12,3,0,0,0,0,0,0,15,1,37.75,9-1,9 - 08/05
9,2021-08-06T17:30:00Z,1.183015,2021-08-06T17:29:00Z,2021-08-06T17:30:00Z,1,0.04884005,37,6,1,1,0,0,0,0,0,15,1,38,9-1,9 - 08/05
9,2021-08-06T17:45:00Z,1.186708,2021-08-06T17:44:00Z,2021-08-06T17:45:00Z,1,0.04884005,35,6,2,0,0,0,0,0,0,15,1,38.25,9-1,9 - 08/05
9,2021-08-06T18:00:00Z,1.180062,2021-08-06T17:59:00Z,2021-08-06T18:00:00Z,1,0.04884005,34,5,1,1,0,0,0,0,0,75,1,38.5,9-1,9 - 08/05
9,2021-08-06T19:15:00Z,1.205908,2021-08-06T19:14:00Z,2021-08-06T19:15:00Z,1,0.05006105,78,15,3,1,0,0,0,0,0,15,1,39.75,9-1,9 - 08/05
9,2021-08-06T19:30:00Z,1.198523,2021-08-06T19:29:00Z,2021-08-06T19:30:00Z,1,0.05006105,34,5,1,1,0,0,0,0,0,15,1,40,9-1,9 - 08/05
9,2021-08-06T19:45:00Z,1.199262,2021-08-06T19:44:00Z,2021-08-06T19:45:00Z,1,0.05006105,35,5,1,1,0,0,0,0,0,15,1,40.25,9-1,9 - 08/05
9,2021-08-06T20:00:00Z,1.197046,2021-08-06T19:59:00Z,2021-08-06T20:00:00Z,1,0.05006105,36,6,1,0,0,0,0,0,0,75,1,40.5,9-1,9 - 08/05
9,2021-08-06T21:15:00Z,1.202215,2021-08-06T21:14:00Z,2021-08-06T21:15:00Z,1,0.05006105,78,17,2,1,0,0,0,0,0,1590,1,41.75,9-1,9 - 08/05
9,2021-08-07T23:45:00Z,1.019077,2021-08-07T23:46:00Z,2021-08-07T23:45:00Z,1,0.2625153,23,4,2,0,0,0,0,0,0,75,2,0,9-2,9 - 08/07
9,2021-08-08T01:00:00Z,1.013908,2021-08-08T01:01:00Z,2021-08-08T01:00:00Z,1,0.03907204,29,8,3,1,0,0,0,0,0,15,2,1.25,9-2,9 - 08/07
9,2021-08-08T01:15:00Z,1.010954,2021-08-08T01:16:00Z,2021-08-08T01:15:00Z,1,0.03785104,28,7,2,1,0,0,0,0,0,15,2,1.5,9-2,9 - 08/07
9,2021-08-08T01:30:00Z,1.013908,2021-08-08T01:31:00Z,2021-08-08T01:30:00Z,1,0.03663004,27,4,1,1,0,0,0,0,0,15,2,1.75,9-2,9 - 08/07
9,2021-08-08T01:45:00Z,1.009477,2021-08-08T01:46:00Z,2021-08-08T01:45:00Z,1,0.03663004,23,5,2,0,0,0,0,0,0,75,2,2,9-2,9 - 08/07
9,2021-08-08T03:00:00Z,1.020554,2021-08-08T03:01:00Z,2021-08-08T03:00:00Z,1,0.03540904,25,8,2,1,0,0,0,0,0,15,2,3.25,9-2,9 - 08/07
9,2021-08-08T03:15:00Z,1.020554,2021-08-08T03:16:00Z,2021-08-08T03:15:00Z,1,0.03540904,24,7,2,1,0,0,0,0,0,15,2,3.5,9-2,9 - 08/07
9,2021-08-08T03:30:00Z,1.019077,2021-08-08T03:31:00Z,2021-08-08T03:30:00Z,1,0.03540904,24,6,3,1,0,0,0,0,0,15,2,3.75,9-2,9 - 08/07
9,2021-08-08T03:45:00Z,0.9902769,2021-08-08T03:46:00Z,2021-08-08T03:45:00Z,1,0.03540904,24,6,2,1,0,0,0,0,0,75,2,4,9-2,9 - 08/07
9,2021-08-08T05:00:00Z,0.9976615,2021-08-08T05:01:00Z,2021-08-08T05:00:00Z,1,0.03540904,27,8,3,1,0,0,0,0,0,15,2,5.25,9-2,9 - 08/07
9,2021-08-08T05:15:00Z,1.005785,2021-08-08T05:16:00Z,2021-08-08T05:15:00Z,1,0.03663004,30,8,2,1,0,0,0,0,0,15,2,5.5,9-2,9 - 08/07
9,2021-08-08T05:30:00Z,1.005046,2021-08-08T05:31:00Z,2021-08-08T05:30:00Z,1,0.03663004,23,5,4,1,0,0,0,0,0,15,2,5.75,9-2,9 - 08/07
9,2021-08-08T05:45:00Z,1.060431,2021-08-08T05:46:00Z,2021-08-08T05:45:00Z,1,0.03663004,22,4,2,1,0,0,0,0,0,75,2,6,9-2,9 - 08/07
9,2021-08-08T07:00:00Z,1.204431,2021-08-08T07:01:00Z,2021-08-08T07:00:00Z,1,0.03663004,27,8,3,1,0,0,0,0,0,15,2,7.25,9-2,9 - 08/07
9,2021-08-08T07:15:00Z,1.204431,2021-08-08T07:16:00Z,2021-08-08T07:15:00Z,1,0.03663004,29,7,2,1,0,0,0,0,0,15,2,7.5,9-2,9 - 08/07
9,2021-08-08T07:30:00Z,1.200738,2021-08-08T07:31:00Z,2021-08-08T07:30:00Z,1,0.03540904,24,7,5,2,0,0,0,0,0,15,2,7.75,9-2,9 - 08/07
9,2021-08-08T07:45:00Z,1.200738,2021-08-08T07:46:00Z,2021-08-08T07:45:00Z,1,0.03540904,27,6,4,1,0,0,0,0,0,75,2,8,9-2,9 - 08/07
9,2021-08-08T09:00:00Z,1.197785,2021-08-08T09:01:00Z,2021-08-08T09:00:00Z,1,0.03663004,30,8,2,1,0,0,0,0,0,15,2,9.25,9-2,9 - 08/07
9,2021-08-08T09:15:00Z,1.199262,2021-08-08T09:16:00Z,2021-08-08T09:15:00Z,1,0.03663004,30,8,4,1,0,0,0,0,0,15,2,9.5,9-2,9 - 08/07
9,2021-08-08T09:30:00Z,1.199262,2021-08-08T09:31:00Z,2021-08-08T09:30:00Z,1,0.03663004,27,6,6,2,0,0,0,0,0,15,2,9.75,9-2,9 - 08/07
9,2021-08-08T09:45:00Z,1.200738,2021-08-08T09:46:00Z,2021-08-08T09:45:00Z,1,0.03785104,27,6,4,1,0,0,0,0,0,75,2,10,9-2,9 - 08/07
9,2021-08-08T11:00:00Z,1.206646,2021-08-08T11:02:00Z,2021-08-08T11:00:00Z,1,0.03663004,32,10,2,1,0,0,0,0,0,15,2,11.25,9-2,9 - 08/07
9,2021-08-08T11:15:00Z,1.201477,2021-08-08T11:17:00Z,2021-08-08T11:15:00Z,1,0.03785104,31,7,3,1,0,0,0,0,0,15,2,11.5,9-2,9 - 08/07
9,2021-08-08T11:30:00Z,1.202215,2021-08-08T11:32:00Z,2021-08-08T11:30:00Z,1,0.03785104,29,8,6,2,0,0,0,0,0,15,2,11.75,9-2,9 - 08/07
9,2021-08-08T11:45:00Z,1.205169,2021-08-08T11:47:00Z,2021-08-08T11:45:00Z,1,0.03785104,29,8,4,1,0,0,0,0,0,75,2,12,9-2,9 - 08/07
9,2021-08-08T13:00:00Z,1.197046,2021-08-08T13:02:00Z,2021-08-08T13:00:00Z,1,0.03785104,34,11,3,1,0,0,0,0,0,15,2,13.25,9-2,9 - 08/07
9,2021-08-08T13:15:00Z,1.189662,2021-08-08T13:17:00Z,2021-08-08T13:15:00Z,1,0.03785104,33,11,3,1,0,0,0,0,0,15,2,13.5,9-2,9 - 08/07
9,2021-08-08T13:30:00Z,1.189662,2021-08-08T13:32:00Z,2021-08-08T13:30:00Z,1,0.03785104,28,10,5,1,0,0,0,0,0,15,2,13.75,9-2,9 - 08/07
9,2021-08-08T13:45:00Z,1.191877,2021-08-08T13:47:00Z,2021-08-08T13:45:00Z,1,0.03785104,32,7,4,1,0,0,0,0,0,75,2,14,9-2,9 - 08/07
9,2021-08-08T15:00:00Z,1.201477,2021-08-08T15:02:00Z,2021-08-08T15:00:00Z,1,0.03907204,34,11,4,1,0,0,0,0,0,15,2,15.25,9-2,9 - 08/07
9,2021-08-08T15:15:00Z,1.205908,2021-08-08T15:17:00Z,2021-08-08T15:15:00Z,1,0.03907204,37,11,5,1,0,0,0,0,0,15,2,15.5,9-2,9 - 08/07
9,2021-08-08T15:30:00Z,1.200738,2021-08-08T15:32:00Z,2021-08-08T15:30:00Z,1,0.03907204,34,11,5,1,0,0,0,0,0,15,2,15.75,9-2,9 - 08/07
9,2021-08-08T15:45:00Z,1.200738,2021-08-08T15:47:00Z,2021-08-08T15:45:00Z,1,0.03907204,35,10,4,1,0,0,0,0,0,75,2,16,9-2,9 - 08/07
9,2021-08-08T17:00:00Z,1.199262,2021-08-08T17:02:00Z,2021-08-08T17:00:00Z,1,0.03907204,33,11,4,1,0,0,0,0,0,15,2,17.25,9-2,9 - 08/07
9,2021-08-08T17:15:00Z,1.1904,2021-08-08T17:17:00Z,2021-08-08T17:15:00Z,1,0.04029304,37,11,3,1,0,0,0,0,0,15,2,17.5,9-2,9 - 08/07
9,2021-08-08T17:30:00Z,1.188184,2021-08-08T17:32:00Z,2021-08-08T17:30:00Z,1,0.04029304,35,11,4,1,0,0,0,0,0,15,2,17.75,9-2,9 - 08/07
9,2021-08-08T17:45:00Z,1.188184,2021-08-08T17:47:00Z,2021-08-08T17:45:00Z,1,0.04029304,36,11,4,1,0,0,0,0,0,75,2,18,9-2,9 - 08/07
9,2021-08-08T19:00:00Z,1.218462,2021-08-08T19:02:00Z,2021-08-08T19:00:00Z,1,0.04029304,36,9,3,1,0,0,0,0,0,15,2,19.25,9-2,9 - 08/07
9,2021-08-08T19:15:00Z,1.221415,2021-08-08T19:17:00Z,2021-08-08T19:15:00Z,1,0.04029304,32,10,4,1,0,0,0,0,0,15,2,19.5,9-2,9 - 08/07
9,2021-08-08T19:30:00Z,1.220677,2021-08-08T19:32:00Z,2021-08-08T19:30:00Z,1,0.04029304,34,10,3,1,0,0,0,0,0,15,2,19.75,9-2,9 - 08/07
9,2021-08-08T19:45:00Z,1.087015,2021-08-08T19:47:00Z,2021-08-08T19:45:00Z,1,0.04029304,35,10,3,1,0,0,0,0,0,75,2,20,9-2,9 - 08/07
9,2021-08-08T21:00:00Z,1.095138,2021-08-08T21:02:00Z,2021-08-08T21:00:00Z,1,0.04151404,33,10,3,1,0,0,0,0,0,15,2,21.25,9-2,9 - 08/07
9,2021-08-08T21:15:00Z,1.092185,2021-08-08T21:17:00Z,2021-08-08T21:15:00Z,1,0.04029304,31,8,3,2,0,0,0,0,0,15,2,21.5,9-2,9 - 08/07
9,2021-08-08T21:30:00Z,1.092923,2021-08-08T21:32:00Z,2021-08-08T21:30:00Z,1,0.04151404,31,10,3,2,0,0,0,0,0,15,2,21.75,9-2,9 - 08/07
9,2021-08-08T21:45:00Z,1.095877,2021-08-08T21:47:00Z,2021-08-08T21:45:00Z,1,0.04151404,36,10,3,1,0,0,0,0,0,75,2,22,9-2,9 - 08/07
9,2021-08-08T23:00:00Z,1.096615,2021-08-08T23:02:00Z,2021-08-08T23:00:00Z,1,0.04151404,33,8,4,2,0,0,0,0,0,15,2,23.25,9-2,9 - 08/07
9,2021-08-08T23:15:00Z,1.096615,2021-08-08T23:17:00Z,2021-08-08T23:15:00Z,1,0.04151404,33,8,3,1,0,0,0,0,0,15,2,23.5,9-2,9 - 08/07
9,2021-08-08T23:30:00Z,1.092923,2021-08-08T23:32:00Z,2021-08-08T23:30:00Z,1,0.04151404,34,8,3,2,0,0,0,0,0,15,2,23.75,9-2,9 - 08/07
9,2021-08-08T23:45:00Z,1.097354,2021-08-08T23:47:00Z,2021-08-08T23:45:00Z,1,0.04151404,30,9,3,1,0,0,0,0,0,75,2,24,9-2,9 - 08/07
9,2021-08-09T01:00:00Z,1.107692,2021-08-09T01:02:00Z,2021-08-09T01:00:00Z,1,0.04151404,36,8,3,2,0,0,0,0,0,15,2,25.25,9-2,9 - 08/07
9,2021-08-09T01:15:00Z,1.111385,2021-08-09T01:17:00Z,2021-08-09T01:15:00Z,1,0.04151404,35,9,3,2,0,0,0,0,0,15,2,25.5,9-2,9 - 08/07
9,2021-08-09T01:30:00Z,1.111385,2021-08-09T01:32:00Z,2021-08-09T01:30:00Z,1,0.04151404,33,8,3,1,0,0,0,0,0,15,2,25.75,9-2,9 - 08/07
9,2021-08-09T01:45:00Z,1.111385,2021-08-09T01:48:00Z,2021-08-09T01:45:00Z,1,0.04151404,34,8,3,2,0,0,0,0,0,75,2,26,9-2,9 - 08/07
9,2021-08-09T03:00:00Z,1.118031,2021-08-09T03:03:00Z,2021-08-09T03:00:00Z,1,0.04151404,36,7,3,2,0,0,0,0,0,15,2,27.25,9-2,9 - 08/07
9,2021-08-09T03:15:00Z,1.115077,2021-08-09T03:18:00Z,2021-08-09T03:15:00Z,1,0.04273504,35,9,4,2,0,0,0,0,0,15,2,27.5,9-2,9 - 08/07
9,2021-08-09T03:30:00Z,1.115815,2021-08-09T03:33:00Z,2021-08-09T03:30:00Z,1,0.04151404,34,9,3,2,0,0,0,0,0,15,2,27.75,9-2,9 - 08/07
9,2021-08-09T03:45:00Z,1.112862,2021-08-09T03:48:00Z,2021-08-09T03:45:00Z,1,0.04151404,33,9,3,2,0,0,0,0,0,75,2,28,9-2,9 - 08/07
9,2021-08-09T05:00:00Z,1.118769,2021-08-09T05:03:00Z,2021-08-09T05:00:00Z,1,0.04273504,34,9,3,1,0,0,0,0,0,15,2,29.25,9-2,9 - 08/07
9,2021-08-09T05:15:00Z,1.116554,2021-08-09T05:18:00Z,2021-08-09T05:15:00Z,1,0.04273504,35,8,4,2,0,0,0,0,0,15,2,29.5,9-2,9 - 08/07
9,2021-08-09T05:30:00Z,1.117292,2021-08-09T05:33:00Z,2021-08-09T05:30:00Z,1,0.04273504,34,9,3,2,0,0,0,0,0,15,2,29.75,9-2,9 - 08/07
