filter,Date,sampledFlow,sampledDatePC,sampledDateFlow,flow,turbidity,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,difference,runID,runDifference,filterRun,filterRunDate
16,2021-08-12T04:45:00Z,1.151262,2021-08-12T04:50:00Z,2021-08-12T04:45:00Z,1,0.03296703,27,9,2,1,0,0,0,0,0,75,2,24.75,16-2,16 - 08/11
16,2021-08-12T06:00:00Z,1.211815,2021-08-12T06:05:00Z,2021-08-12T06:00:00Z,1,0.03418804,23,10,2,1,0,0,0,0,0,15,2,26,16-2,16 - 08/11
16,2021-08-12T06:15:00Z,1.211077,2021-08-12T06:20:00Z,2021-08-12T06:15:00Z,1,0.03418804,142,30,9,5,1,0,0,0,0,15,2,26.25,16-2,16 - 08/11
16,2021-08-12T06:30:00Z,1.208123,2021-08-12T06:35:00Z,2021-08-12T06:30:00Z,1,0.03418804,25,8,2,1,0,0,0,0,0,15,2,26.5,16-2,16 - 08/11
16,2021-08-12T06:45:00Z,1.205908,2021-08-12T06:50:00Z,2021-08-12T06:45:00Z,1,0.03418804,23,10,3,1,0,0,0,0,0,75,2,26.75,16-2,16 - 08/11
16,2021-08-12T08:00:00Z,1.193354,2021-08-12T08:05:00Z,2021-08-12T08:00:00Z,1,0.03540904,27,11,3,1,0,0,0,0,0,15,2,28,16-2,16 - 08/11
16,2021-08-12T08:15:00Z,1.196308,2021-08-12T08:20:00Z,2021-08-12T08:15:00Z,1,0.03540904,199,34,11,4,1,0,0,0,0,15,2,28.25,16-2,16 - 08/11
16,2021-08-12T08:30:00Z,1.237662,2021-08-12T08:35:00Z,2021-08-12T08:30:00Z,1,0.03540904,27,12,4,1,0,0,0,0,0,15,2,28.5,16-2,16 - 08/11
16,2021-08-12T08:45:00Z,1.219938,2021-08-12T08:50:00Z,2021-08-12T08:45:00Z,1,0.03540904,29,9,4,0,0,0,0,0,0,75,2,28.75,16-2,16 - 08/11
16,2021-08-12T10:00:00Z,1.199262,2021-08-12T10:05:00Z,2021-08-12T10:00:00Z,1,0.03540904,34,12,4,1,0,0,0,0,0,15,2,30,16-2,16 - 08/11
16,2021-08-12T10:15:00Z,1.197785,2021-08-12T10:20:00Z,2021-08-12T10:15:00Z,1,0.03418804,99,23,6,2,1,0,0,0,0,15,2,30.25,16-2,16 - 08/11
16,2021-08-12T10:30:00Z,1.183754,2021-08-12T10:35:00Z,2021-08-12T10:30:00Z,1,0.03540904,39,14,2,2,0,0,0,0,0,15,2,30.5,16-2,16 - 08/11
16,2021-08-12T10:45:00Z,1.189662,2021-08-12T10:50:00Z,2021-08-12T10:45:00Z,1,0.03540904,41,12,3,2,0,0,0,0,0,75,2,30.75,16-2,16 - 08/11
16,2021-08-12T12:00:00Z,1.214031,2021-08-12T12:05:00Z,2021-08-12T12:00:00Z,1,0.03540904,45,15,3,1,0,0,0,0,0,15,2,32,16-2,16 - 08/11
16,2021-08-12T12:15:00Z,1.214769,2021-08-12T12:20:00Z,2021-08-12T12:15:00Z,1,0.03540904,112,24,6,2,0,0,0,0,0,15,2,32.25,16-2,16 - 08/11
16,2021-08-12T12:30:00Z,1.207385,2021-08-12T12:35:00Z,2021-08-12T12:30:00Z,1,0.03540904,50,17,4,1,0,0,0,0,0,15,2,32.5,16-2,16 - 08/11
16,2021-08-12T12:45:00Z,1.211815,2021-08-12T12:50:00Z,2021-08-12T12:45:00Z,1,0.03540904,50,17,3,2,0,0,0,0,0,75,2,32.75,16-2,16 - 08/11
16,2021-08-12T14:00:00Z,1.206646,2021-08-12T14:05:00Z,2021-08-12T14:00:00Z,1,0.03540904,55,17,3,1,0,0,0,0,0,15,2,34,16-2,16 - 08/11
16,2021-08-12T14:15:00Z,1.200738,2021-08-12T14:20:00Z,2021-08-12T14:15:00Z,1,0.03540904,104,26,6,3,1,0,0,0,0,15,2,34.25,16-2,16 - 08/11
16,2021-08-12T14:30:00Z,1.202954,2021-08-12T14:35:00Z,2021-08-12T14:30:00Z,1,0.03540904,52,15,3,1,0,0,0,0,0,15,2,34.5,16-2,16 - 08/11
16,2021-08-12T14:45:00Z,1.2,2021-08-12T14:50:00Z,2021-08-12T14:45:00Z,1,0.03540904,57,17,4,1,0,0,0,0,0,75,2,34.75,16-2,16 - 08/11
16,2021-08-12T16:00:00Z,1.192615,2021-08-12T16:05:00Z,2021-08-12T16:00:00Z,1,0.03540904,61,14,3,1,0,0,0,0,0,15,2,36,16-2,16 - 08/11
16,2021-08-12T16:15:00Z,1.185231,2021-08-12T16:20:00Z,2021-08-12T16:15:00Z,1,0.03540904,130,26,6,2,0,0,0,0,0,15,2,36.25,16-2,16 - 08/11
16,2021-08-12T16:30:00Z,1.192615,2021-08-12T16:35:00Z,2021-08-12T16:30:00Z,1,0.03540904,60,16,3,1,0,0,0,0,0,15,2,36.5,16-2,16 - 08/11
16,2021-08-12T16:45:00Z,1.194831,2021-08-12T16:50:00Z,2021-08-12T16:45:00Z,1,0.03540904,58,16,3,2,0,0,0,0,0,75,2,36.75,16-2,16 - 08/11
16,2021-08-12T18:00:00Z,1.202215,2021-08-12T18:05:00Z,2021-08-12T18:00:00Z,1,0.03540904,59,15,3,1,0,0,0,0,0,15,2,38,16-2,16 - 08/11
16,2021-08-12T18:15:00Z,1.197785,2021-08-12T18:20:00Z,2021-08-12T18:15:00Z,1,0.03540904,68,17,3,2,0,0,0,0,0,15,2,38.25,16-2,16 - 08/11
16,2021-08-12T18:30:00Z,1.185231,2021-08-12T18:35:00Z,2021-08-12T18:30:00Z,1,0.03540904,63,17,4,2,0,0,0,0,0,15,2,38.5,16-2,16 - 08/11
16,2021-08-12T18:45:00Z,1.194831,2021-08-12T18:50:00Z,2021-08-12T18:45:00Z,1,0.03540904,61,17,3,2,0,0,0,0,0,75,2,38.75,16-2,16 - 08/11
16,2021-08-12T20:00:00Z,1.211077,2021-08-12T20:06:00Z,2021-08-12T20:00:00Z,1,0.03540904,66,17,2,1,0,0,0,0,0,15,2,40,16-2,16 - 08/11
16,2021-08-12T20:15:00Z,1.199262,2021-08-12T20:21:00Z,2021-08-12T20:15:00Z,1,0.03540904,68,16,3,1,0,0,0,0,0,15,2,40.25,16-2,16 - 08/11
16,2021-08-12T20:30:00Z,1.211077,2021-08-12T20:36:00Z,2021-08-12T20:30:00Z,1,0.03540904,61,18,3,2,0,0,0,0,0,15,2,40.5,16-2,16 - 08/11
16,2021-08-12T20:45:00Z,1.202954,2021-08-12T20:51:00Z,2021-08-12T20:45:00Z,1,0.03540904,62,18,3,1,0,0,0,0,0,75,2,40.75,16-2,16 - 08/11
16,2021-08-12T22:00:00Z,1.196308,2021-08-12T22:06:00Z,2021-08-12T22:00:00Z,1,0.03540904,66,18,2,1,0,0,0,0,0,15,2,42,16-2,16 - 08/11
16,2021-08-12T22:15:00Z,1.192615,2021-08-12T22:21:00Z,2021-08-12T22:15:00Z,1,0.03540904,68,15,2,2,0,0,0,0,0,15,2,42.25,16-2,16 - 08/11
16,2021-08-12T22:30:00Z,1.1904,2021-08-12T22:36:00Z,2021-08-12T22:30:00Z,1,0.03540904,60,15,3,1,0,0,0,0,0,15,2,42.5,16-2,16 - 08/11
16,2021-08-12T22:45:00Z,1.201477,2021-08-12T22:51:00Z,2021-08-12T22:45:00Z,1,0.03540904,62,14,3,1,0,0,0,0,0,75,2,42.75,16-2,16 - 08/11
16,2021-08-13T00:00:00Z,1.191138,2021-08-13T00:06:00Z,2021-08-13T00:00:00Z,1,0.03540904,67,15,3,1,0,0,0,0,0,15,2,44,16-2,16 - 08/11
16,2021-08-13T00:15:00Z,1.197785,2021-08-13T00:21:00Z,2021-08-13T00:15:00Z,1,0.03540904,68,15,2,2,0,0,0,0,0,15,2,44.25,16-2,16 - 08/11
16,2021-08-13T00:30:00Z,1.197046,2021-08-13T00:36:00Z,2021-08-13T00:30:00Z,1,0.03418804,62,15,2,2,0,0,0,0,0,15,2,44.5,16-2,16 - 08/11
16,2021-08-13T00:45:00Z,1.188184,2021-08-13T00:51:00Z,2021-08-13T00:45:00Z,1,0.03418804,64,15,2,1,0,0,0,0,0,75,2,44.75,16-2,16 - 08/11
16,2021-08-13T02:00:00Z,1.191877,2021-08-13T02:06:00Z,2021-08-13T02:00:00Z,1,0.03418804,70,15,2,1,0,0,0,0,0,15,2,46,16-2,16 - 08/11
16,2021-08-13T02:15:00Z,1.186708,2021-08-13T02:21:00Z,2021-08-13T02:15:00Z,1,0.03418804,68,14,2,2,0,0,0,0,0,15,2,46.25,16-2,16 - 08/11
16,2021-08-13T02:30:00Z,1.181538,2021-08-13T02:36:00Z,2021-08-13T02:30:00Z,1,0.03418804,64,14,3,2,0,0,0,0,0,15,2,46.5,16-2,16 - 08/11
16,2021-08-13T02:45:00Z,1.187446,2021-08-13T02:51:00Z,2021-08-13T02:45:00Z,1,0.03418804,62,14,2,1,0,0,0,0,0,75,2,46.75,16-2,16 - 08/11
16,2021-08-13T04:00:00Z,1.213292,2021-08-13T04:06:00Z,2021-08-13T04:00:00Z,1,0.03418804,67,15,1,1,0,0,0,0,0,15,2,48,16-2,16 - 08/11
16,2021-08-13T04:15:00Z,1.188184,2021-08-13T04:21:00Z,2021-08-13T04:15:00Z,1,0.03418804,68,16,2,1,0,0,0,0,0,15,2,48.25,16-2,16 - 08/11
16,2021-08-13T04:30:00Z,1.196308,2021-08-13T04:36:00Z,2021-08-13T04:30:00Z,1,0.03418804,67,16,1,2,0,0,0,0,0,15,2,48.5,16-2,16 - 08/11
16,2021-08-13T04:45:00Z,1.201477,2021-08-13T04:51:00Z,2021-08-13T04:45:00Z,1,0.03418804,64,14,2,1,0,0,0,0,0,75,2,48.75,16-2,16 - 08/11
16,2021-08-13T06:00:00Z,1.185231,2021-08-13T06:06:00Z,2021-08-13T06:00:00Z,1,0.03418804,72,14,2,2,0,0,0,0,0,15,2,50,16-2,16 - 08/11
16,2021-08-13T06:15:00Z,1.191138,2021-08-13T06:21:00Z,2021-08-13T06:15:00Z,1,0.03296703,69,15,2,1,0,0,0,0,0,15,2,50.25,16-2,16 - 08/11
16,2021-08-13T06:30:00Z,1.182277,2021-08-13T06:36:00Z,2021-08-13T06:30:00Z,1,0.03418804,64,14,2,2,0,0,0,0,0,15,2,50.5,16-2,16 - 08/11
16,2021-08-13T06:45:00Z,1.170462,2021-08-13T06:51:00Z,2021-08-13T06:45:00Z,1,0.03418804,64,12,2,2,0,0,0,0,0,75,2,50.75,16-2,16 - 08/11
16,2021-08-13T08:00:00Z,1.205169,2021-08-13T08:06:00Z,2021-08-13T08:00:00Z,1,0.03296703,72,13,1,1,0,0,0,0,0,15,2,52,16-2,16 - 08/11
16,2021-08-13T08:15:00Z,1.205169,2021-08-13T08:21:00Z,2021-08-13T08:15:00Z,1,0.03296703,65,13,2,2,0,0,0,0,0,15,2,52.25,16-2,16 - 08/11
16,2021-08-13T08:30:00Z,1.208862,2021-08-13T08:36:00Z,2021-08-13T08:30:00Z,1,0.03296703,62,12,2,2,0,0,0,0,0,15,2,52.5,16-2,16 - 08/11
16,2021-08-13T08:45:00Z,1.214031,2021-08-13T08:51:00Z,2021-08-13T08:45:00Z,1,0.03296703,62,12,2,2,0,0,0,0,0,75,2,52.75,16-2,16 - 08/11
16,2021-08-13T10:00:00Z,1.194092,2021-08-13T10:07:00Z,2021-08-13T10:00:00Z,1,0.03296703,71,11,1,1,0,0,0,0,0,15,2,54,16-2,16 - 08/11
16,2021-08-13T10:15:00Z,1.205169,2021-08-13T10:22:00Z,2021-08-13T10:15:00Z,1,0.03296703,67,12,1,1,0,0,0,0,0,15,2,54.25,16-2,16 - 08/11
16,2021-08-13T10:30:00Z,1.206646,2021-08-13T10:37:00Z,2021-08-13T10:30:00Z,1,0.03296703,63,12,1,2,0,0,0,0,0,15,2,54.5,16-2,16 - 08/11
16,2021-08-13T10:45:00Z,1.200738,2021-08-13T10:52:00Z,2021-08-13T10:45:00Z,1,0.03296703,63,13,2,2,0,0,0,0,0,75,2,54.75,16-2,16 - 08/11
16,2021-08-13T12:00:00Z,1.194092,2021-08-13T12:07:00Z,2021-08-13T12:00:00Z,1,0.03296703,78,9,1,1,0,0,0,0,0,15,2,56,16-2,16 - 08/11
16,2021-08-13T12:15:00Z,1.194831,2021-08-13T12:22:00Z,2021-08-13T12:15:00Z,1,0.03296703,68,13,2,2,0,0,0,0,0,15,2,56.25,16-2,16 - 08/11
16,2021-08-13T12:30:00Z,1.188184,2021-08-13T12:37:00Z,2021-08-13T12:30:00Z,1,0.03296703,65,12,1,2,0,0,0,0,0,15,2,56.5,16-2,16 - 08/11
16,2021-08-13T12:45:00Z,1.187446,2021-08-13T12:52:00Z,2021-08-13T12:45:00Z,1,0.03296703,66,11,1,2,0,0,0,0,0,75,2,56.75,16-2,16 - 08/11
16,2021-08-13T14:00:00Z,1.204431,2021-08-13T14:07:00Z,2021-08-13T14:00:00Z,1,0.03296703,80,10,1,2,0,0,0,0,0,15,2,58,16-2,16 - 08/11
16,2021-08-13T14:15:00Z,1.193354,2021-08-13T14:22:00Z,2021-08-13T14:15:00Z,1,0.03296703,72,11,2,1,0,0,0,0,0,15,2,58.25,16-2,16 - 08/11
16,2021-08-13T14:30:00Z,1.193354,2021-08-13T14:37:00Z,2021-08-13T14:30:00Z,1,0.03296703,60,11,2,2,0,0,0,0,0,15,2,58.5,16-2,16 - 08/11
16,2021-08-13T14:45:00Z,1.185231,2021-08-13T14:52:00Z,2021-08-13T14:45:00Z,1,0.03540904,67,12,1,2,0,0,0,0,0,75,2,58.75,16-2,16 - 08/11
16,2021-08-13T16:00:00Z,1.2177230000000001,2021-08-13T16:07:00Z,2021-08-13T16:00:00Z,1,0.03540904,79,10,1,2,0,0,0,0,0,15,2,60,16-2,16 - 08/11
16,2021-08-13T16:15:00Z,1.200738,2021-08-13T16:22:00Z,2021-08-13T16:15:00Z,1,0.03540904,66,11,2,2,0,0,0,0,0,15,2,60.25,16-2,16 - 08/11
16,2021-08-13T16:30:00Z,1.201477,2021-08-13T16:37:00Z,2021-08-13T16:30:00Z,1,0.03540904,65,10,1,2,0,0,0,0,0,15,2,60.5,16-2,16 - 08/11
16,2021-08-13T16:45:00Z,1.204431,2021-08-13T16:52:00Z,2021-08-13T16:45:00Z,1,0.03540904,62,11,2,2,0,0,0,0,0,1320,2,60.75,16-2,16 - 08/11
16,2021-08-14T14:45:00Z,1.022769,2021-08-14T14:38:00Z,2021-08-14T14:45:00Z,1,0.1074481,29,3,0,0,0,0,0,0,0,15,3,0,16-3,16 - 08/14
16,2021-08-14T15:00:00Z,1.008,2021-08-14T14:53:00Z,2021-08-14T15:00:00Z,1,0.05494506,32,3,0,0,0,0,0,0,0,75,3,0.25,16-3,16 - 08/14
16,2021-08-14T16:15:00Z,1.009477,2021-08-14T16:09:00Z,2021-08-14T16:15:00Z,1,0.04029304,15,1,0,0,0,0,0,0,0,15,3,1.5,16-3,16 - 08/14
16,2021-08-14T16:30:00Z,1.005046,2021-08-14T16:24:00Z,2021-08-14T16:30:00Z,1,0.04029304,37,4,1,0,0,0,0,0,0,15,3,1.75,16-3,16 - 08/14
16,2021-08-14T16:45:00Z,1.004308,2021-08-14T16:39:00Z,2021-08-14T16:45:00Z,1,0.04029304,38,4,0,0,0,0,0,0,0,15,3,2,16-3,16 - 08/14
16,2021-08-14T17:00:00Z,1.005785,2021-08-14T16:54:00Z,2021-08-14T17:00:00Z,1,0.04029304,42,5,1,1,0,0,0,0,0,75,3,2.25,16-3,16 - 08/14
16,2021-08-14T18:15:00Z,1.005785,2021-08-14T18:09:00Z,2021-08-14T18:15:00Z,1,0.04029304,17,1,0,1,0,0,0,0,0,15,3,3.5,16-3,16 - 08/14
16,2021-08-14T18:30:00Z,0.9961846,2021-08-14T18:24:00Z,2021-08-14T18:30:00Z,1,0.04029304,46,5,1,1,0,0,0,0,0,15,3,3.75,16-3,16 - 08/14
16,2021-08-14T18:45:00Z,1.005785,2021-08-14T18:39:00Z,2021-08-14T18:45:00Z,1,0.04029304,43,4,1,0,0,0,0,0,0,15,3,4,16-3,16 - 08/14
16,2021-08-14T19:00:00Z,0.9880615,2021-08-14T18:54:00Z,2021-08-14T19:00:00Z,1,0.04029304,46,5,1,0,0,0,0,0,0,75,3,4.25,16-3,16 - 08/14
16,2021-08-14T20:15:00Z,1.006523,2021-08-14T20:09:00Z,2021-08-14T20:15:00Z,1,0.04029304,14,3,0,0,0,0,0,0,0,15,3,5.5,16-3,16 - 08/14
16,2021-08-14T20:30:00Z,1.003569,2021-08-14T20:24:00Z,2021-08-14T20:30:00Z,1,0.04029304,53,7,1,1,0,0,0,0,0,15,3,5.75,16-3,16 - 08/14
16,2021-08-14T20:45:00Z,1.009477,2021-08-14T20:39:00Z,2021-08-14T20:45:00Z,1,0.04029304,50,7,1,1,0,0,0,0,0,15,3,6,16-3,16 - 08/14
16,2021-08-14T21:00:00Z,1.0176,2021-08-14T20:54:00Z,2021-08-14T21:00:00Z,1,0.04029304,49,7,1,1,0,0,0,0,0,75,3,6.25,16-3,16 - 08/14
16,2021-08-14T22:15:00Z,1.034585,2021-08-14T22:09:00Z,2021-08-14T22:15:00Z,1,0.04029304,19,3,1,1,0,0,0,0,0,15,3,7.5,16-3,16 - 08/14
16,2021-08-14T22:30:00Z,1.124677,2021-08-14T22:24:00Z,2021-08-14T22:30:00Z,1,0.04029304,51,7,1,1,0,0,0,0,0,15,3,7.75,16-3,16 - 08/14
16,2021-08-14T22:45:00Z,1.116554,2021-08-14T22:39:00Z,2021-08-14T22:45:00Z,1,0.04151404,55,7,1,1,0,0,0,0,0,15,3,8,16-3,16 - 08/14
16,2021-08-14T23:00:00Z,1.106954,2021-08-14T22:54:00Z,2021-08-14T23:00:00Z,1,0.04151404,54,8,1,1,0,0,0,0,0,75,3,8.25,16-3,16 - 08/14
16,2021-08-15T00:15:00Z,1.095877,2021-08-15T00:09:00Z,2021-08-15T00:15:00Z,1,0.04151404,22,4,0,1,0,0,0,0,0,15,3,9.5,16-3,16 - 08/14
16,2021-08-15T00:30:00Z,1.104738,2021-08-15T00:24:00Z,2021-08-15T00:30:00Z,1,0.04151404,59,10,2,1,0,0,0,0,0,15,3,9.75,16-3,16 - 08/14
16,2021-08-15T00:45:00Z,1.112862,2021-08-15T00:39:00Z,2021-08-15T00:45:00Z,1,0.04151404,60,9,1,1,0,0,0,0,0,15,3,10,16-3,16 - 08/14
16,2021-08-15T01:00:00Z,1.115077,2021-08-15T00:54:00Z,2021-08-15T01:00:00Z,1,0.04151404,69,11,2,1,0,0,0,0,0,75,3,10.25,16-3,16 - 08/14
16,2021-08-15T02:15:00Z,1.112123,2021-08-15T02:09:00Z,2021-08-15T02:15:00Z,1,0.04273504,25,6,1,2,0,0,0,0,0,15,3,11.5,16-3,16 - 08/14
16,2021-08-15T02:30:00Z,1.115077,2021-08-15T02:24:00Z,2021-08-15T02:30:00Z,1,0.04395605,97,54,10,1,0,0,0,0,0,15,3,11.75,16-3,16 - 08/14
16,2021-08-15T02:45:00Z,1.103261,2021-08-15T02:39:00Z,2021-08-15T02:45:00Z,1,0.04395605,46,6,1,0,0,0,0,0,0,15,3,12,16-3,16 - 08/14
16,2021-08-15T03:00:00Z,1.105477,2021-08-15T02:54:00Z,2021-08-15T03:00:00Z,1,0.04395605,38,6,1,0,0,0,0,0,0,75,3,12.25,16-3,16 - 08/14
16,2021-08-15T04:15:00Z,1.097354,2021-08-15T04:09:00Z,2021-08-15T04:15:00Z,1,0.04395605,15,1,0,0,0,0,0,0,0,15,3,13.5,16-3,16 - 08/14
16,2021-08-15T04:30:00Z,1.099569,2021-08-15T04:24:00Z,2021-08-15T04:30:00Z,1,0.04273504,24,2,1,0,0,0,0,0,0,15,3,13.75,16-3,16 - 08/14
16,2021-08-15T04:45:00Z,1.107692,2021-08-15T04:39:00Z,2021-08-15T04:45:00Z,1,0.04273504,22,1,0,0,0,0,0,0,0,15,3,14,16-3,16 - 08/14
16,2021-08-15T05:00:00Z,1.098831,2021-08-15T04:54:00Z,2021-08-15T05:00:00Z,1,0.04273504,19,1,0,0,0,0,0,0,0,75,3,14.25,16-3,16 - 08/14
16,2021-08-15T06:15:00Z,1.100308,2021-08-15T06:10:00Z,2021-08-15T06:15:00Z,1,0.04273504,14,1,0,0,0,0,0,0,0,15,3,15.5,16-3,16 - 08/14
16,2021-08-15T06:30:00Z,1.102523,2021-08-15T06:25:00Z,2021-08-15T06:30:00Z,1,0.04273504,18,1,0,0,0,0,0,0,0,15,3,15.75,16-3,16 - 08/14
16,2021-08-15T06:45:00Z,1.096615,2021-08-15T06:40:00Z,2021-08-15T06:45:00Z,1,0.04273504,16,1,0,0,0,0,0,0,0,15,3,16,16-3,16 - 08/14
16,2021-08-15T07:00:00Z,1.101046,2021-08-15T06:55:00Z,2021-08-15T07:00:00Z,1,0.04273504,14,1,0,0,0,0,0,0,0,75,3,16.25,16-3,16 - 08/14
16,2021-08-15T08:15:00Z,1.092185,2021-08-15T08:10:00Z,2021-08-15T08:15:00Z,1,0.04395605,10,0,0,1,0,0,0,0,0,15,3,17.5,16-3,16 - 08/14
16,2021-08-15T08:30:00Z,1.101785,2021-08-15T08:25:00Z,2021-08-15T08:30:00Z,1,0.04395605,18,1,0,0,0,0,0,0,0,15,3,17.75,16-3,16 - 08/14
16,2021-08-15T08:45:00Z,1.103261,2021-08-15T08:40:00Z,2021-08-15T08:45:00Z,1,0.04395605,17,1,0,0,0,0,0,0,0,15,3,18,16-3,16 - 08/14
16,2021-08-15T09:00:00Z,1.102523,2021-08-15T08:55:00Z,2021-08-15T09:00:00Z,1,0.04395605,16,1,0,0,0,0,0,0,0,75,3,18.25,16-3,16 - 08/14
16,2021-08-15T10:15:00Z,1.107692,2021-08-15T10:10:00Z,2021-08-15T10:15:00Z,1,0.04273504,10,1,0,1,0,0,0,0,0,15,3,19.5,16-3,16 - 08/14
16,2021-08-15T10:30:00Z,1.116554,2021-08-15T10:25:00Z,2021-08-15T10:30:00Z,1,0.04273504,18,1,0,0,0,0,0,0,0,15,3,19.75,16-3,16 - 08/14
16,2021-08-15T10:45:00Z,1.118031,2021-08-15T10:40:00Z,2021-08-15T10:45:00Z,1,0.04273504,16,1,0,0,0,0,0,0,0,15,3,20,16-3,16 - 08/14
16,2021-08-15T11:00:00Z,1.112862,2021-08-15T10:55:00Z,2021-08-15T11:00:00Z,1,0.04273504,14,1,0,0,0,0,0,0,0,75,3,20.25,16-3,16 - 08/14
16,2021-08-15T12:15:00Z,1.097354,2021-08-15T12:10:00Z,2021-08-15T12:15:00Z,1,0.04395605,11,1,0,1,0,0,0,0,0,15,3,21.5,16-3,16 - 08/14
16,2021-08-15T12:30:00Z,1.095138,2021-08-15T12:25:00Z,2021-08-15T12:30:00Z,1,0.04395605,16,1,0,0,0,0,0,0,0,15,3,21.75,16-3,16 - 08/14
16,2021-08-15T12:45:00Z,1.098092,2021-08-15T12:40:00Z,2021-08-15T12:45:00Z,1,0.04395605,15,1,0,1,0,0,0,0,0,15,3,22,16-3,16 - 08/14
16,2021-08-15T13:00:00Z,1.095877,2021-08-15T12:55:00Z,2021-08-15T13:00:00Z,1,0.04395605,14,1,0,0,0,0,0,0,0,75,3,22.25,16-3,16 - 08/14
16,2021-08-15T14:15:00Z,1.095877,2021-08-15T14:10:00Z,2021-08-15T14:15:00Z,1,0.04395605,11,1,0,0,0,0,0,0,0,15,3,23.5,16-3,16 - 08/14
16,2021-08-15T14:30:00Z,1.090708,2021-08-15T14:25:00Z,2021-08-15T14:30:00Z,1,0.04395605,16,1,0,0,0,0,0,0,0,15,3,23.75,16-3,16 - 08/14
16,2021-08-15T14:45:00Z,1.084062,2021-08-15T14:40:00Z,2021-08-15T14:45:00Z,1,0.04395605,15,1,0,1,0,0,0,0,0,15,3,24,16-3,16 - 08/14
16,2021-08-15T15:00:00Z,1.083323,2021-08-15T14:55:00Z,2021-08-15T15:00:00Z,1,0.04395605,14,1,0,0,0,0,0,0,0,75,3,24.25,16-3,16 - 08/14
16,2021-08-15T16:15:00Z,1.105477,2021-08-15T16:10:00Z,2021-08-15T16:15:00Z,1,0.04395605,11,1,0,0,0,0,0,0,0,15,3,25.5,16-3,16 - 08/14
16,2021-08-15T16:30:00Z,1.101785,2021-08-15T16:25:00Z,2021-08-15T16:30:00Z,1,0.04395605,14,1,0,0,0,0,0,0,0,15,3,25.75,16-3,16 - 08/14
16,2021-08-15T16:45:00Z,1.109908,2021-08-15T16:40:00Z,2021-08-15T16:45:00Z,1,0.04395605,15,1,0,1,0,0,0,0,0,15,3,26,16-3,16 - 08/14
16,2021-08-15T17:00:00Z,1.099569,2021-08-15T16:55:00Z,2021-08-15T17:00:00Z,1,0.04395605,19,2,0,1,0,0,0,0,0,75,3,26.25,16-3,16 - 08/14
16,2021-08-15T18:15:00Z,1.103261,2021-08-15T18:10:00Z,2021-08-15T18:15:00Z,1,0.04395605,11,1,0,1,0,0,0,0,0,15,3,27.5,16-3,16 - 08/14
16,2021-08-15T18:30:00Z,1.096615,2021-08-15T18:25:00Z,2021-08-15T18:30:00Z,1,0.04395605,14,2,0,0,0,0,0,0,0,15,3,27.75,16-3,16 - 08/14
16,2021-08-15T18:45:00Z,1.100308,2021-08-15T18:40:00Z,2021-08-15T18:45:00Z,1,0.04395605,14,1,0,1,0,0,0,0,0,15,3,28,16-3,16 - 08/14
16,2021-08-15T19:00:00Z,1.0848,2021-08-15T18:55:00Z,2021-08-15T19:00:00Z,1,0.04395605,14,1,0,1,0,0,0,0,0,75,3,28.25,16-3,16 - 08/14
16,2021-08-15T20:15:00Z,1.088492,2021-08-15T20:10:00Z,2021-08-15T20:15:00Z,1,0.04517705,13,1,0,1,0,0,0,0,0,15,3,29.5,16-3,16 - 08/14
16,2021-08-15T20:30:00Z,1.0848,2021-08-15T20:25:00Z,2021-08-15T20:30:00Z,1,0.04517705,15,2,1,0,0,0,0,0,0,15,3,29.75,16-3,16 - 08/14
16,2021-08-15T20:45:00Z,1.082585,2021-08-15T20:40:00Z,2021-08-15T20:45:00Z,1,0.04517705,14,1,0,0,0,0,0,0,0,15,3,30,16-3,16 - 08/14
16,2021-08-15T21:00:00Z,1.120985,2021-08-15T20:56:00Z,2021-08-15T21:00:00Z,1,0.04517705,15,1,0,1,0,0,0,0,0,75,3,30.25,16-3,16 - 08/14
16,2021-08-15T22:15:00Z,1.122462,2021-08-15T22:11:00Z,2021-08-15T22:15:00Z,1,0.04517705,12,1,0,1,0,0,0,0,0,15,3,31.5,16-3,16 - 08/14
16,2021-08-15T22:30:00Z,1.108431,2021-08-15T22:26:00Z,2021-08-15T22:30:00Z,1,0.04517705,15,2,0,0,0,0,0,0,0,15,3,31.75,16-3,16 - 08/14
16,2021-08-15T22:45:00Z,1.106215,2021-08-15T22:41:00Z,2021-08-15T22:45:00Z,1,0.04517705,13,1,0,0,0,0,0,0,0,15,3,32,16-3,16 - 08/14
16,2021-08-15T23:00:00Z,1.108431,2021-08-15T22:56:00Z,2021-08-15T23:00:00Z,1,0.04517705,12,1,0,2,0,0,0,0,0,75,3,32.25,16-3,16 - 08/14
16,2021-08-16T00:15:00Z,1.083323,2021-08-16T00:11:00Z,2021-08-16T00:15:00Z,1,0.04517705,13,1,0,1,0,0,0,0,0,15,3,33.5,16-3,16 - 08/14
16,2021-08-16T00:30:00Z,1.084062,2021-08-16T00:26:00Z,2021-08-16T00:30:00Z,1,0.04517705,15,3,1,0,0,0,0,0,0,15,3,33.75,16-3,16 - 08/14
16,2021-08-16T00:45:00Z,1.089969,2021-08-16T00:41:00Z,2021-08-16T00:45:00Z,1,0.04517705,14,1,0,0,0,0,0,0,0,15,3,34,16-3,16 - 08/14
